CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TotalItems,UniqueProducts,Country,AvgBasketSize,log_Recency,log_Frequency,log_Monetary,log_TotalItems,log_UniqueProducts
12403,50,2,1019.36,113.26222222222222,260,5,Denmark,130.0,3.9318256327243257,1.0986122886681098,6.927910785185701,5.564520407322694,1.791759469228055
12404,682,1,63.24,63.24,1,1,Finland,1.0,6.52649485957079,0.6931471805599453,4.162626069638506,0.6931471805599453,0.6931471805599453
12405,149,1,1710.39,31.67388888888889,857,54,Finland,857.0,5.0106352940962555,0.6931471805599453,7.445061184797548,6.754604099487962,4.007333185232471
12406,22,5,6390.36,38.49614457831325,3416,114,Denmark,683.2,3.1354942159291497,1.791759469228055,8.762702357276806,8.136518252115291,4.74493212836325
12407,50,5,1708.1200000000001,22.183376623376624,1416,57,Belgium,283.2,3.9318256327243257,1.791759469228055,7.4437338971514055,7.256297239690681,4.060443010546419
12408,33,8,4340.7699999999995,27.300440251572326,2229,104,Belgium,278.625,3.5263605246161616,2.1972245773362196,8.37603737805411,7.709756864454165,4.653960350157523
12409,79,7,23419.29,88.70943181818183,13143,177,Switzerland,1877.5714285714287,4.382026634673881,2.0794415416798357,10.061358019654037,9.483720659717104,5.181783550292085
12410,309,3,1013.71,25.342750000000002,341,36,Switzerland,113.66666666666667,5.736572297479192,1.3862943611198906,6.9223581363660704,5.834810737062605,3.6109179126442243
12411,410,1,346.9,15.768181818181818,138,22,Australia,138.0,6.018593214496234,0.6931471805599453,5.8519150821578965,4.9344739331306915,3.1354942159291497
12412,75,6,2596.93,20.448267716535433,1997,82,Denmark,332.8333333333333,4.330733340286331,1.9459101490553132,7.862470253064629,7.599901959208498,4.418840607796598
12413,67,4,999.45,19.597058823529412,319,41,Spain,79.75,4.219507705176107,1.6094379124341003,6.908205177762502,5.768320995793772,3.7376696182833684
12414,217,6,952.41,34.01464285714285,495,21,Austria,82.5,5.384495062789089,1.9459101490553132,6.860045031492727,6.206575926724928,3.091042453358316
12415,24,28,144458.37,156.00255939524837,91447,498,Australia,3265.964285714286,3.2188758248682006,3.367295829986474,11.88075357052652,11.423525783705614,6.212606095751519
12416,657,1,202.56,18.414545454545454,132,11,Australia,132.0,6.489204931325317,0.6931471805599453,5.315960801720632,4.890349128221754,2.4849066497880004
12417,3,20,6816.91,18.42408108108108,2890,270,Belgium,144.5,1.3862943611198906,3.044522437723423,8.827308252258714,7.969357742016346,5.602118820879701
12418,113,4,2021.2,19.815686274509805,1088,90,Switzerland,272.0,4.736198448394496,1.6094379124341003,7.6119413066572985,6.9930151229329605,4.51085950651685
12419,386,2,503.01,20.1204,231,23,Spain,115.5,5.958424693029782,1.0986122886681098,6.222596109144375,5.44673737166631,3.1780538303479458
12420,64,1,600.39,20.70310344827586,345,29,Cyprus,345.0,4.174387269895637,0.6931471805599453,6.3992436425478765,5.846438775057725,3.4011973816621555
12421,16,6,1098.6,16.90153846153846,652,44,Spain,108.66666666666667,2.833213344056216,1.9459101490553132,7.00270175629109,6.481577129276431,3.8066624897703196
12422,96,17,5231.8,30.417441860465118,2596,137,Australia,152.7058823529412,4.574710978503383,2.8903717578961645,8.562701786647002,7.862112211662748,4.927253685157205
12423,1,10,2622.39,15.893272727272727,1793,128,Denmark,179.3,0.6931471805599453,2.3978952727983707,7.872222653526559,7.492203042618741,4.859812404361672
12424,163,4,3340.03,36.30467391304348,2025,78,Australia,506.25,5.099866427824199,1.6094379124341003,8.114034421663943,7.613818684808629,4.3694478524670215
12425,78,2,1741.41,19.136373626373626,1147,87,Portugal,573.5,4.3694478524670215,1.0986122886681098,7.4630244913725114,7.045776576879511,4.477336814478207
12426,195,2,1345.21,17.470259740259742,584,73,Germany,292.0,5.278114659230517,1.0986122886681098,7.205048515865767,6.371611847231857,4.30406509320417
12427,22,3,1129.3,27.54390243902439,612,26,Germany,204.0,3.1354942159291497,1.3862943611198906,7.030238363196686,6.418364935936212,3.295836866004329
12428,26,9,7956.46,27.062789115646257,3536,258,Finland,392.8888888888889,3.295836866004329,2.302585092994046,8.981865132439246,8.17103418920548,5.556828061699537
12429,9,8,7485.91,43.27115606936416,3344,124,Denmark,418.0,2.302585092994046,2.1972245773362196,8.920911441322318,8.11522197256233,4.8283137373023015
12430,43,1,256.4,23.30909090909091,117,11,Norway,117.0,3.784189633918261,0.6931471805599453,5.5506312951620265,4.770684624465665,2.4849066497880004
12431,36,27,10857.97,26.8098024691358,4717,244,Belgium,174.7037037037037,3.6109179126442243,3.332204510175204,9.292746745527754,8.45914025996762,5.501258210544727
12432,43,5,5059.32,46.845555555555556,1801,107,Norway,360.2,3.784189633918261,1.791759469228055,8.529185001388596,7.496652438168283,4.68213122712422
12433,1,10,20581.26,29.151926345609063,17116,285,Norway,1711.6,0.6931471805599453,2.3978952727983707,9.93218481871349,9.747827400695664,5.655991810819852
12434,85,3,1103.43,15.763285714285715,532,62,Australia,177.33333333333334,4.454347296253507,1.3862943611198906,7.007084643758051,6.278521424165844,4.143134726391533
12435,80,6,13925.93,124.33866071428572,4958,88,Denmark,826.3333333333334,4.394449154672439,1.9459101490553132,9.541579654832375,8.508959386489133,4.48863636973214
12436,100,1,509.01,31.813125,211,16,Norway,211.0,4.61512051684126,0.6931471805599453,6.234430333369278,5.356586274672012,2.833213344056216
12437,2,39,12683.4,22.52824156305506,8000,273,France,205.12820512820514,1.0986122886681098,3.6888794541139363,9.44812817095412,8.987321812850125,5.6131281063880705
12438,14,2,2906.85,29.66173469387755,1180,84,Norway,590.0,2.70805020110221,1.0986122886681098,7.9751692554798295,7.074116816197362,4.442651256490317
12439,683,2,1158.18,16.085833333333333,484,69,Cyprus,242.0,6.52795791762255,1.0986122886681098,7.055468137579511,6.184148890937483,4.248495242049359
12440,462,2,859.2,26.85,331,21,Austria,165.5,6.137727054086234,1.0986122886681098,6.757164920349636,5.805134968916488,3.091042453358316
12441,367,1,347.1,15.77727272727273,242,11,France,242.0,5.908082938168931,0.6931471805599453,5.8524897948173935,5.493061443340548,2.4849066497880004
12442,3,1,172.06,14.338333333333333,182,12,Spain,182.0,1.3862943611198906,0.6931471805599453,5.153638355178593,5.209486152841421,2.5649493574615367
12443,732,1,485.31,23.11,182,21,Norway,182.0,6.597145701886651,0.6931471805599453,6.186846280636522,5.209486152841421,3.091042453358316
12444,21,5,5005.46,28.440113636363638,1153,138,Norway,230.6,3.091042453358316,1.791759469228055,8.518484357502437,7.050989447068045,4.9344739331306915
12445,22,2,434.98,18.124166666666667,206,24,Spain,103.0,3.1354942159291497,1.0986122886681098,6.077596370737269,5.332718793265369,3.2188758248682006
12446,58,1,1002.3100000000001,17.584385964912283,351,57,RSA,351.0,4.07753744390572,0.6931471805599453,6.9110598129904375,5.863631175598097,4.060443010546419
12447,243,1,476.49,18.326538461538462,190,26,Belgium,190.0,5.497168225293202,0.6931471805599453,6.168543217293113,5.25227342804663,3.295836866004329
12448,44,1,449.45,20.429545454545455,243,22,Spain,243.0,3.8066624897703196,0.6931471805599453,6.110247083097449,5.497168225293202,3.1354942159291497
12449,22,6,4835.89,24.05915422885572,2282,125,Denmark,380.3333333333333,3.1354942159291497,1.9459101490553132,8.484027231195778,7.733245646529795,4.836281906951478
12450,156,5,688.2,18.6,442,31,Spain,88.4,5.056245805348308,1.791759469228055,6.5355315046537745,6.093569770045136,3.4657359027997265
12451,11,8,12669.88,24.794285714285714,9359,352,Switzerland,1169.875,2.4849066497880004,2.1972245773362196,9.447061726309741,9.144200569471638,5.8664680569332965
12452,17,2,430.57,19.571363636363635,185,21,Switzerland,92.5,2.8903717578961645,1.0986122886681098,6.067429722163682,5.225746673713202,3.091042453358316
12453,134,1,707.09,16.443953488372095,473,43,Austria,473.0,4.90527477843843,0.6931471805599453,6.562571204258897,6.161207321695077,3.784189633918261
12454,56,5,16679.78,416.99449999999996,7703,24,Spain,1540.6,4.04305126783455,1.791759469228055,9.72201243740933,8.949494953477961,3.2188758248682006
12455,73,10,5879.95,25.902863436123347,3302,199,Cyprus,330.2,4.30406509320417,2.3978952727983707,8.679473592468364,8.10258642539079,5.298317366548036
12456,44,3,3181.04,25.44832,1633,105,Switzerland,544.3333333333334,3.8066624897703196,1.3862943611198906,8.065277779528966,7.3987862754199485,4.663439094112067
12457,66,8,2995.91,35.665595238095236,1094,63,Switzerland,136.75,4.204692619390966,2.1972245773362196,8.005337036835723,6.9985096422506015,4.1588830833596715
12458,71,4,1777.49,21.160595238095237,986,71,Switzerland,246.5,4.276666119016055,1.6094379124341003,7.483519968656931,6.894670039433482,4.276666119016055
12459,605,1,454.36,19.754782608695653,258,23,Spain,258.0,6.406879986069314,0.6931471805599453,6.121088314901487,5.556828061699537,3.1780538303479458
12460,456,1,326.65,18.147222222222222,170,18,Belgium,170.0,6.124683390894205,0.6931471805599453,5.791945965485506,5.14166355650266,2.9444389791664403
12461,94,2,826.88,23.62514285714286,287,35,Switzerland,143.5,4.553876891600541,1.0986122886681098,6.718868216346018,5.662960480135946,3.58351893845611
12462,19,2,1189.59,19.186935483870965,536,51,Spain,268.0,2.995732273553991,1.0986122886681098,7.082204261557526,6.285998094508865,3.9512437185814275
12463,53,4,1344.78,16.202168674698793,776,65,Belgium,194.0,3.9889840465642745,1.6094379124341003,7.204729049594601,6.655440350367647,4.189654742026425
12464,10,8,1212.05,41.79482758620689,112,6,Belgium,14.0,2.3978952727983707,2.1972245773362196,7.100893128209941,4.727387818712341,1.9459101490553132
12465,17,2,742.1899999999999,15.79127659574468,479,46,Belgium,239.5,2.8903717578961645,1.0986122886681098,6.610951732080795,6.173786103901937,3.8501476017100584
12466,682,1,56.73,56.73,1,1,France,1.0,6.52649485957079,0.6931471805599453,4.055776969072842,0.6931471805599453,0.6931471805599453
12467,423,1,132.8,14.755555555555556,129,9,USA,129.0,6.049733455231958,0.6931471805599453,4.896346147694128,4.867534450455582,2.302585092994046
12468,188,5,3670.74,24.4716,2201,127,Germany,440.2,5.241747015059643,1.791759469228055,8.208420943133293,7.697121317282625,4.852030263919617
12469,523,2,3070.54,40.40184210526316,2552,76,Thailand,1276.0,6.261491684321042,1.0986122886681098,8.029934343472139,7.845024417241484,4.343805421853684
12470,690,1,211.95,9.215217391304348,95,23,Unspecified,95.0,6.53813982376767,0.6931471805599453,5.3610573963692225,4.564348191467836,3.1780538303479458
12471,2,79,39963.79,35.148452066842566,16882,255,Germany,213.69620253164558,1.0986122886681098,4.382026634673881,10.595754095448541,9.734062477477194,5.545177444479562
12472,32,19,17880.59,19.62743139407245,11350,397,Germany,597.3684210526316,3.4965075614664802,2.995732273553991,9.791526970948304,9.337061124755339,5.986452005284438
12473,29,5,3938.5499999999997,23.443749999999998,2439,140,Germany,487.8,3.4011973816621555,1.791759469228055,8.278821782571185,7.799753318287247,4.948759890378168
12474,17,31,12424.45,17.499225352112678,7954,369,Germany,256.5806451612903,2.8903717578961645,3.4657359027997265,9.427502067612823,8.981555940771887,5.91350300563827
12475,54,2,1149.64,18.846557377049184,771,54,Germany,385.5,4.007333185232471,1.0986122886681098,7.048073588295634,6.648984550024776,4.007333185232471
12476,16,23,14115.41,27.35544573643411,5645,358,Germany,245.43478260869566,2.833213344056216,3.1780538303479458,9.555093229428618,8.638702608813434,5.883322388488279
12477,23,9,20276.37,35.95101063829787,6119,295,Germany,679.8888888888889,3.1780538303479458,2.302585092994046,9.917260764877222,8.719317375506371,5.69035945432406
12478,4,1,680.99,18.91638888888889,236,36,Greece,236.0,1.6094379124341003,0.6931471805599453,6.525014994979364,5.4680601411351315,3.6109179126442243
12479,11,1,527.2,17.006451612903227,385,31,Germany,385.0,2.4849066497880004,0.6931471805599453,6.269474999863032,5.955837369464831,3.4657359027997265
12480,28,7,5464.85,22.58202479338843,2952,177,Germany,421.7142857142857,3.367295829986474,2.0794415416798357,8.606274923740443,7.990576881743923,5.181783550292085
12481,23,15,12361.39,31.61480818414322,7253,248,Germany,483.53333333333336,3.1780538303479458,2.772588722239781,9.422414078014738,8.889308319842847,5.517452896464707
12482,576,29,23691.4,116.1343137254902,27042,42,Sweden,932.4827586206897,6.3578422665081,3.4011973816621555,10.072909600590481,10.205183470748327,3.7612001156935624
12483,17,19,5120.58,36.83870503597122,2172,68,Sweden,114.3157894736842,2.8903717578961645,2.995732273553991,8.541218264178296,7.6838639802564295,4.23410650459726
12484,33,12,6370.15,13.410842105263157,3271,329,Spain,272.5833333333333,3.5263605246161616,2.5649493574615367,8.759535266023915,8.093156697722637,5.799092654460526
12485,529,1,708.1,20.826470588235296,414,34,Sweden,414.0,6.272877006546167,0.6931471805599453,6.563996560309951,6.028278520230698,3.5553480614894135
12486,432,1,1037.28,21.168979591836734,523,49,Sweden,523.0,6.07073772800249,0.6931471805599453,6.945320776868279,6.261491684321042,3.912023005428146
12487,731,1,285.29999999999995,142.64999999999998,174,2,Sweden,174.0,6.595780513961311,0.6931471805599453,5.657040212104069,5.1647859739235145,1.0986122886681098
12488,10,3,1298.66,23.612000000000002,529,46,France,176.33333333333334,2.3978952727983707,1.3862943611198906,7.169857970780942,6.272877006546167,3.8501476017100584
12489,336,1,334.93,22.328666666666667,105,15,France,105.0,5.820082930352362,0.6931471805599453,5.816902804925467,4.663439094112067,2.772588722239781
12490,5,21,9823.64,21.26329004329004,5906,195,France,281.23809523809524,1.791759469228055,3.091042453358316,9.192648794844782,8.683893367307235,5.278114659230517
12491,39,1,460.40000000000003,17.70769230769231,260,25,France,260.0,3.6888794541139363,0.6931471805599453,6.134265345739653,5.564520407322694,3.258096538021482
12492,63,3,715.21,17.028809523809525,444,38,Germany,148.0,4.1588830833596715,1.3862943611198906,6.573973420047142,6.09807428216624,3.6635616461296463
12493,166,2,433.74,19.715454545454545,207,20,France,103.5,5.117993812416755,1.0986122886681098,6.0747481512447195,5.337538079701318,3.044522437723423
12494,16,9,1872.8700000000001,16.872702702702703,988,83,France,109.77777777777777,2.833213344056216,2.302585092994046,7.535761090061292,6.8966943316227125,4.430816798843313
12495,641,1,357.4,21.023529411764706,130,17,Sweden,130.0,6.464588303689961,0.6931471805599453,5.881649681100775,4.875197323201151,2.8903717578961645
12496,620,2,54.09,4.160769230769231,33,10,Spain,16.5,6.431331081933479,1.0986122886681098,4.008968211484625,3.5263605246161616,2.3978952727983707
12497,82,3,6248.5,109.62280701754386,5685,41,Germany,1895.0,4.418840607796598,1.3862943611198906,8.740256739530276,8.645762292210945,3.7376696182833684
12498,21,3,403.70000000000005,17.55217391304348,159,21,Germany,53.0,3.091042453358316,1.3862943611198906,6.00314605188182,5.075173815233827,3.091042453358316
12499,560,1,393.72,14.582222222222223,302,27,Germany,302.0,6.329720905522696,0.6931471805599453,5.9781766527810465,5.713732805509369,3.332204510175204
12500,23,19,5955.21,40.7891095890411,3377,88,Germany,177.73684210526315,3.1780538303479458,2.995732273553991,8.692189651745124,8.125039097367745,4.48863636973214
12501,337,1,2169.39,14.559664429530201,1783,149,Germany,1783.0,5.823045895483019,0.6931471805599453,7.682662153888476,7.486613313139955,5.0106352940962555
12502,96,5,3723.87,25.332448979591835,820,102,Spain,164.0,4.574710978503383,1.791759469228055,8.222787230875806,6.710523109452428,4.634728988229636
12503,584,1,1126.0,563.0,561,2,Spain,561.0,6.371611847231857,0.6931471805599453,7.027314514039777,6.331501849893691,1.0986122886681098
12504,18,4,779.05,38.9525,458,11,Germany,114.5,2.9444389791664403,1.6094379124341003,6.659358020193259,6.129050210060545,2.4849066497880004
12505,409,1,955.2,22.742857142857144,324,42,Italy,324.0,6.016157159698354,0.6931471805599453,6.862967096192003,5.783825182329737,3.7612001156935624
12506,233,1,73.5,3.1956521739130435,23,23,France,23.0,5.455321115357702,0.6931471805599453,4.310799125385514,3.1780538303479458,3.1780538303479458
12507,134,4,1844.06,37.633877551020404,1256,46,Spain,314.0,4.90527477843843,1.6094379124341003,7.520267076271057,7.136483208590247,3.8501476017100584
12508,26,2,398.27,5.772028985507246,272,57,France,136.0,3.295836866004329,1.0986122886681098,5.989637879766574,5.60947179518496,4.060443010546419
12509,284,1,176.5,25.214285714285715,55,7,France,55.0,5.652489180268651,0.6931471805599453,5.178970608915471,4.02535169073515,2.0794415416798357
12510,143,9,5178.02,35.71048275862069,2049,94,Spain,227.66666666666666,4.969813299576001,2.302585092994046,8.552371128165808,7.6255950721324535,4.553876891600541
12511,429,1,3084.02,16.231684210526314,1753,190,Greece,1753.0,6.063785208687608,0.6931471805599453,8.034313419300645,7.469654172932128,5.25227342804663
12512,66,2,138.03,4.059705882352941,99,31,Israel,49.5,4.204692619390966,1.0986122886681098,4.9346897371814515,4.605170185988092,3.4657359027997265
12513,113,1,612.29,17.494,462,35,France,462.0,4.736198448394496,0.6931471805599453,6.418837907265026,6.137727054086234,3.58351893845611
12514,267,2,1597.76,19.02095238095238,840,76,Italy,420.0,5.5909869805108565,1.0986122886681098,7.3769836077601205,6.734591659972948,4.343805421853684
12515,353,1,383.7,23.98125,131,16,Italy,131.0,5.869296913133774,0.6931471805599453,5.95246380975825,4.882801922586371,2.833213344056216
12516,78,4,2648.62,35.792162162162164,1952,49,Germany,488.0,4.3694478524670215,1.6094379124341003,7.882171512471631,7.577121930876679,3.912023005428146
12517,28,5,2502.84,8.812816901408452,1371,232,Germany,274.2,3.367295829986474,1.791759469228055,7.825580832414862,7.22402480828583,5.4510384535657
12518,1,5,2056.89,16.58782258064516,1318,84,Germany,263.6,0.6931471805599453,1.791759469228055,7.629436465014086,7.1846291527173145,4.442651256490317
12519,64,2,726.54,18.1635,395,34,Germany,197.5,4.174387269895637,1.0986122886681098,6.589668980352017,5.981414211254481,3.5553480614894135
12520,79,5,2634.26,17.330657894736845,1439,121,Germany,287.8,4.382026634673881,1.791759469228055,7.876737127834484,7.272398392570047,4.804021044733257
12521,143,1,599.68,15.781052631578946,309,38,Germany,309.0,4.969813299576001,0.6931471805599453,6.39806234681208,5.736572297479192,3.6635616461296463
12522,39,2,192.72,16.06,194,11,Germany,97.0,3.6888794541139363,1.0986122886681098,5.266413817535028,5.272999558563747,2.4849066497880004
12523,19,23,4372.15,17.488599999999998,2275,176,France,98.91304347826087,2.995732273553991,3.1780538303479458,8.383238852219565,7.730174795246222,5.176149732573829
12524,9,17,11126.11,46.35879166666667,7178,157,Germany,422.2352941176471,2.302585092994046,2.8903717578961645,9.317139751972052,8.878915376576483,5.062595033026967
12525,498,3,973.73,16.228833333333334,509,56,France,169.66666666666666,6.212606095751519,1.3862943611198906,6.882160509570649,6.234410725718371,4.04305126783455
12526,1,3,1316.66,18.54450704225352,632,64,Germany,210.66666666666666,0.6931471805599453,1.3862943611198906,7.183612715167257,6.450470422144176,4.174387269895637
12527,82,5,735.51,22.9846875,526,26,Germany,105.2,4.418840607796598,1.791759469228055,6.601922813543027,6.267200548541362,3.295836866004329
12528,9,6,1933.48,21.01608695652174,756,50,Germany,126.0,2.302585092994046,1.9459101490553132,7.567593835498341,6.6293632534374485,3.9318256327243257
12529,528,1,316.48,15.07047619047619,192,21,France,192.0,6.270988431858299,0.6931471805599453,5.760414824222675,5.262690188904886,3.091042453358316
